2026-02-24T11:18:04.022381509Z [inf]  Starting Container
2026-02-24T11:19:24.220168204Z [err]  2026-02-24 11:19:23,781 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:24.220171870Z [err]  2026-02-24 11:19:23,781 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:19:24.220186893Z [err]  2026-02-24 11:19:23,781 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:24.220222736Z [err]  2026-02-24 11:19:23,781 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:19:24.220238208Z [err]  2026-02-24 11:19:24,141 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:24 GMT'), (b'Content-Type', b'application/vnd.pgrst.object+json; charset=utf-8'), (b'Content-Length', b'45'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e9155af4fb8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Location', b'/medical_extractions?id=eq.52fcc8ed-b9f2-4d9f-bd6f-daf5fc741d6b&select=id'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-118f-7b69-856c-764e647a29f1'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'2'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:24.220243292Z [err]  2026-02-24 11:19:23,638 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:23 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e9152ab465286-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'preference-applied', b'return=representation'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-0fb5-7a67-8bd2-41628833d49b'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'5'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:24.220251613Z [err]  2026-02-24 11:19:23,638 - httpx - INFO - HTTP Request: PATCH https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/medical_extractions?id=eq.52fcc8ed-b9f2-4d9f-bd6f-daf5fc741d6b "HTTP/1.1 200 OK"
2026-02-24T11:19:24.222031308Z [err]  2026-02-24 11:19:24,143 - routers.recording_session - DEBUG - [BACKGROUND] Event 11: progress - CLEANING
2026-02-24T11:19:24.222042220Z [err]  2026-02-24 11:19:24,143 - services.recording_processor - DEBUG - [COMPLETE_EVENT] Preparing complete event:
2026-02-24T11:19:24.222049832Z [err]  2026-02-24 11:19:24,143 - services.recording_processor - DEBUG - [COMPLETE_EVENT] - Transcript length: 1272
2026-02-24T11:19:24.222057646Z [err]  2026-02-24 11:19:24,143 - services.recording_processor - DEBUG - [COMPLETE_EVENT] - Insights type: dict
2026-02-24T11:19:24.222064582Z [err]  2026-02-24 11:19:24,144 - services.recording_processor - DEBUG - [COMPLETE_EVENT] - Insights is None: False
2026-02-24T11:19:24.222070053Z [err]  2026-02-24 11:19:24,144 - services.recording_processor - DEBUG - [COMPLETE_EVENT] - Insights keys: ['diagnosis', 'allergy', 'vitals', 'chiefComplaints', 'followUp', 'generalHistory', 'generalExamination', 'systemicExamination', 'prescription', 'clinicalNotes']
2026-02-24T11:19:24.222077451Z [err]  2026-02-24 11:19:24,144 - routers.recording_session - DEBUG - [BACKGROUND] Event 12: complete - COMPLETED
2026-02-24T11:19:24.222176319Z [err]  2026-02-24 11:19:24,142 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:19:24.222184155Z [err]  2026-02-24 11:19:24,142 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:24.222191047Z [err]  2026-02-24 11:19:24,142 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:24.222196858Z [err]  2026-02-24 11:19:24,142 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:24.222204708Z [err]  2026-02-24 11:19:24,143 - services.extraction_service - INFO - [TIMING_EXTRACTION_ASYNC] DB save completed: 2.177s for extraction 52fcc8ed-b9f2-4d9f-bd6f-daf5fc741d6b
2026-02-24T11:19:24.222213461Z [err]  2026-02-24 11:19:24,143 - services.recording_processor - DEBUG - [AUDIO_SAVE] Background save started for session e54606b2-d561-4260-80a8-7c934c595e56
2026-02-24T11:19:24.223854879Z [err]  2026-02-24 11:19:24,172 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2026-02-24T11:19:24.223865333Z [err]  2026-02-24 11:19:24,212 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:24.223875539Z [err]  2026-02-24 11:19:24,213 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2026-02-24T11:19:24.223926585Z [err]  2026-02-24 11:19:24,144 - routers.recording_session - DEBUG - [BACKGROUND] Received 'complete' event
2026-02-24T11:19:24.223932672Z [err]  2026-02-24 11:19:24,145 - routers.recording_session - DEBUG - [BACKGROUND] Finished processing loop. Total events: 12, Final result: Found
2026-02-24T11:19:24.223938895Z [err]  2026-02-24 11:19:24,145 - routers.recording_session - DEBUG - [BACKGROUND] Background processing completed for submission_id: 5e103656-c260-40be-9ebd-719cceb09e3a
2026-02-24T11:19:24.223945665Z [err]  2026-02-24 11:19:24,145 - routers.recording_session - DEBUG - [BACKGROUND] Removed 5e103656-c260-40be-9ebd-719cceb09e3a from active tasks
2026-02-24T11:19:24.223952769Z [inf]  INFO:     100.64.0.3:11808 - "OPTIONS /api/v1/extractions/52fcc8ed-b9f2-4d9f-bd6f-daf5fc741d6b/interventions HTTP/1.1" 200 OK
2026-02-24T11:19:24.223960445Z [inf]  INFO:     100.64.0.3:11814 - "OPTIONS /api/v1/triage/generate HTTP/1.1" 200 OK
2026-02-24T11:19:24.223966549Z [inf]  INFO:     100.64.0.3:11822 - "OPTIONS /api/v1/extractions/52fcc8ed-b9f2-4d9f-bd6f-daf5fc741d6b/emotions HTTP/1.1" 200 OK
2026-02-24T11:19:24.223974898Z [err]  2026-02-24 11:19:24,172 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2026-02-24T11:19:24.223980920Z [err]  2026-02-24 11:19:24,172 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:24.387578524Z [err]  2026-02-24 11:19:24,378 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:19:24.387583353Z [err]  2026-02-24 11:19:24,379 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:24.387588812Z [err]  2026-02-24 11:19:24,379 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:19:24.387593757Z [err]  2026-02-24 11:19:24,379 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:24.387602065Z [err]  2026-02-24 11:19:24,379 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:19:25.081938436Z [err]  2026-02-24 11:19:24,701 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:24 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e91596b935286-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Content-Location', b'/api_clients?api_key_prefix=eq.ehr_xm6g&is_active=eq.True&select=%2A'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-13e5-7b55-9365-d6fcca531dda'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'2'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:25.081941211Z [err]  2026-02-24 11:19:24,702 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/api_clients?select=%2A&api_key_prefix=eq.ehr_xm6g&is_active=eq.True "HTTP/1.1 200 OK"
2026-02-24T11:19:25.081948897Z [err]  2026-02-24 11:19:24,702 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:19:25.081962678Z [err]  2026-02-24 11:19:24,702 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:25.081970824Z [err]  2026-02-24 11:19:24,702 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:25.081972378Z [err]  2026-02-24 11:19:24,702 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:25.081978727Z [err]  2026-02-24 11:19:25,024 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:19:25.081984675Z [err]  2026-02-24 11:19:25,024 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:25.082048378Z [err]  2026-02-24 11:19:25,024 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:19:25.082052868Z [err]  2026-02-24 11:19:25,024 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:25.082057242Z [err]  2026-02-24 11:19:25,025 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:19:25.352974170Z [err]  2026-02-24 11:19:25,349 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:25 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'30'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e915d6d8c5286-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Location', b'/api_clients?id=eq.9a3b97e0-ce16-4418-8dd3-185aaeb30b9f&select=rate_limit_per_hour'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-166a-71fe-91e4-c932f349ffbf'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'3'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:25.352983639Z [err]  2026-02-24 11:19:25,349 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/api_clients?select=rate_limit_per_hour&id=eq.9a3b97e0-ce16-4418-8dd3-185aaeb30b9f "HTTP/1.1 200 OK"
2026-02-24T11:19:25.352989321Z [err]  2026-02-24 11:19:25,349 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:19:25.352996222Z [err]  2026-02-24 11:19:25,349 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:25.353001578Z [err]  2026-02-24 11:19:25,349 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:25.353010190Z [err]  2026-02-24 11:19:25,349 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:25.353015000Z [err]  2026-02-24 11:19:25,350 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2026-02-24T11:19:25.353019415Z [err]  2026-02-24 11:19:25,350 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:25.354302138Z [err]  2026-02-24 11:19:25,350 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2026-02-24T11:19:25.354308847Z [err]  2026-02-24 11:19:25,350 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:25.354317539Z [err]  2026-02-24 11:19:25,351 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2026-02-24T11:19:25.370089059Z [err]  2026-02-24 11:19:25,366 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 204, b'No Content', [(b'Date', b'Tue, 24 Feb 2026 11:19:25 GMT'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e915819a9b8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-134a-7540-9202-389e4e3e6e00'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'379'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:25.370098866Z [err]  2026-02-24 11:19:25,366 - httpx - INFO - HTTP Request: POST https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/rpc/cleanup_chunks_after_processing "HTTP/1.1 204 No Content"
2026-02-24T11:19:25.370110605Z [err]  2026-02-24 11:19:25,366 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2026-02-24T11:19:25.370116224Z [err]  2026-02-24 11:19:25,366 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:25.370121151Z [err]  2026-02-24 11:19:25,367 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:25.370126481Z [err]  2026-02-24 11:19:25,367 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:25.981026105Z [err]  2026-02-24 11:19:25,674 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:25 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'1'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e915f7ada5286-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-17b3-7415-b521-f21ac09a685f'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'2'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:25.981032883Z [err]  2026-02-24 11:19:25,675 - httpx - INFO - HTTP Request: POST https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/rpc/get_client_request_count_last_hour "HTTP/1.1 200 OK"
2026-02-24T11:19:25.981038807Z [err]  2026-02-24 11:19:25,675 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2026-02-24T11:19:25.981044642Z [err]  2026-02-24 11:19:25,675 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:25.981050568Z [err]  2026-02-24 11:19:25,675 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:25.981056542Z [err]  2026-02-24 11:19:25,675 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:25.981063086Z [err]  2026-02-24 11:19:25,679 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:19:25.981069083Z [err]  2026-02-24 11:19:25,679 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:25.981075030Z [err]  2026-02-24 11:19:25,679 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:19:25.981273821Z [err]  2026-02-24 11:19:25,679 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:25.981280042Z [err]  2026-02-24 11:19:25,679 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:19:26.039880778Z [err]  2026-02-24 11:19:26,037 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:26 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e91618c0bb8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Content-Location', b'/api_clients?api_key_prefix=eq.ehr_xm6g&is_active=eq.True&select=%2A'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-18fa-7a5f-ad5e-447f70660397'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'1'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:26.039887722Z [err]  2026-02-24 11:19:26,038 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/api_clients?select=%2A&api_key_prefix=eq.ehr_xm6g&is_active=eq.True "HTTP/1.1 200 OK"
2026-02-24T11:19:26.039894152Z [err]  2026-02-24 11:19:26,038 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:19:26.039901092Z [err]  2026-02-24 11:19:26,038 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:26.039907753Z [err]  2026-02-24 11:19:26,038 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:26.039917356Z [err]  2026-02-24 11:19:26,038 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:26.355031623Z [err]  2026-02-24 11:19:26,351 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:19:26.355038540Z [err]  2026-02-24 11:19:26,351 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:26.355045019Z [err]  2026-02-24 11:19:26,351 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:19:26.355052031Z [err]  2026-02-24 11:19:26,351 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:26.355057928Z [err]  2026-02-24 11:19:26,351 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:19:27.071472090Z [err]  2026-02-24 11:19:26,708 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:26 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'30'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e9165b8c4b8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Location', b'/api_clients?id=eq.9a3b97e0-ce16-4418-8dd3-185aaeb30b9f&select=rate_limit_per_hour'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-1b9a-78f8-bfcd-966d01e31bb6'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'1'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:27.071472504Z [err]  2026-02-24 11:19:27,069 - httpx - INFO - HTTP Request: POST https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/rpc/get_client_request_count_last_hour "HTTP/1.1 200 OK"
2026-02-24T11:19:27.071488479Z [err]  2026-02-24 11:19:26,709 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/api_clients?select=rate_limit_per_hour&id=eq.9a3b97e0-ce16-4418-8dd3-185aaeb30b9f "HTTP/1.1 200 OK"
2026-02-24T11:19:27.071499593Z [err]  2026-02-24 11:19:26,709 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:19:27.071510205Z [err]  2026-02-24 11:19:26,709 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:27.071519328Z [err]  2026-02-24 11:19:26,709 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:27.071523496Z [err]  2026-02-24 11:19:26,711 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2026-02-24T11:19:27.071527890Z [err]  2026-02-24 11:19:26,709 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:27.071535587Z [err]  2026-02-24 11:19:26,710 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2026-02-24T11:19:27.071538328Z [err]  2026-02-24 11:19:26,711 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:27.071546679Z [err]  2026-02-24 11:19:26,711 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:27.071550414Z [err]  2026-02-24 11:19:26,711 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2026-02-24T11:19:27.071557059Z [err]  2026-02-24 11:19:27,068 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:27 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'1'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e9167fb4bb8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-1d01-7231-b8a9-9c4d3d440fc4'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'2'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:27.072750104Z [err]  2026-02-24 11:19:27,070 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2026-02-24T11:19:27.072755835Z [err]  2026-02-24 11:19:27,070 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:27.072764974Z [err]  2026-02-24 11:19:27,070 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:27.072770337Z [err]  2026-02-24 11:19:27,070 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:27.074824300Z [err]  2026-02-24 11:19:27,072 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:19:27.074833952Z [err]  2026-02-24 11:19:27,072 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:19:27.074841076Z [err]  2026-02-24 11:19:27,072 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:19:27.074846621Z [err]  2026-02-24 11:19:27,072 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:27.074852324Z [err]  2026-02-24 11:19:27,072 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:19:27.114816371Z [err]  Railway rate limit of 500 logs/sec reached for replica, update your application to reduce the logging rate. Messages dropped: 12210
2026-02-24T11:19:27.472545354Z [err]  2026-02-24 11:19:27,466 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:19:27 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e916a3da4b8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Content-Location', b'/api_clients?api_key_prefix=eq.ehr_xm6g&is_active=eq.True&select=%2A'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f60-1e6c-71ae-bcea-97baec3a5552'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'2'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:19:27.472559990Z [err]  2026-02-24 11:19:27,466 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/api_clients?select=%2A&api_key_prefix=eq.ehr_xm6g&is_active=eq.True "HTTP/1.1 200 OK"
2026-02-24T11:19:27.472568695Z [err]  2026-02-24 11:19:27,466 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:19:27.472575490Z [err]  2026-02-24 11:19:27,467 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:19:27.472582508Z [err]  2026-02-24 11:19:27,467 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:19:27.472592110Z [err]  2026-02-24 11:19:27,467 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:19:28.188852699Z [err]  2026-02-24 11:19:27,777 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:19:28.188864484Z [err]  2026-02-24 11:19:27,777 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
